rulename,tag
no_definer,User Management
definer,User Management
view_replace_or_algorithm,Views
view_replace,Views
view_algorithm,Views
view_suid,Views
view_tail,Views
1797_58,Views
view_query_block,Views
view_check_option,Views
trigger_action_order,Triggers & Events
trigger_follows_precedes_clause,Triggers & Events
trigger_tail,Triggers & Events
1803_59,Triggers & Events
udf_tail,Stored Procedures & Functions
sf_tail,Stored Procedures & Functions
1806_60,Stored Procedures & Functions
1807_61,Stored Procedures & Functions
1808_62,Stored Procedures & Functions
1809_63,Stored Procedures & Functions
routine_string,Stored Procedures & Functions
stored_routine_body,Stored Procedures & Functions
sp_tail,Stored Procedures & Functions
1813_64,Stored Procedures & Functions
1814_65,Stored Procedures & Functions
1815_66,Stored Procedures & Functions
1816_67,Stored Procedures & Functions
xa,Transaction Control
opt_convert_xid,Transaction Control
xid,Transaction Control
begin_or_start,Transaction Control
opt_join_or_resume,Transaction Control
opt_one_phase,Transaction Control
opt_suspend,Transaction Control
install_option_type,Miscellaneous Operations
install_set_rvalue,Miscellaneous Operations
install_set_value,Miscellaneous Operations
install_set_value_list,Miscellaneous Operations
opt_install_set_value_list,Miscellaneous Operations
install_stmt,Miscellaneous Operations
uninstall,Miscellaneous Operations
TEXT_STRING_sys_list,Miscellaneous Operations
import_stmt,Data Import/Export
clone_stmt,Data Import/Export
opt_datadir_ssl,Data Import/Export
opt_ssl,Data Import/Export
resource_group_types,Resource Management
opt_resource_group_vcpu_list,Resource Management
vcpu_range_spec_list,Resource Management
vcpu_num_or_range,Resource Management
signed_num,Resource Management
opt_resource_group_priority,Resource Management
opt_resource_group_enable_disable,Resource Management
opt_force,Miscellaneous Operations
json_attribute,Data Query
