rulename,tag
TEXT_STRING_sys_list,Literal
import_stmt,Utility-Statement
clone_stmt,Utility-Statement
opt_datadir_ssl,Options-List
opt_ssl,Options-List
resource_group_types,Options-List
opt_resource_group_vcpu_list,Options-List
vcpu_range_spec_list,Options-List
vcpu_num_or_range,Literal
signed_num,Literal
opt_resource_group_priority,Options-List
opt_resource_group_enable_disable,Options-List
opt_force,Clause-Modifier
json_attribute,Literal
opt_duplicate_as_qe,Clause-Modifier
1058_35,Options-List
